,cos_sim,cos_mo,cos_dif,cos_mo_dif,ele_sub
884,0.01098,0.00935,0.98902,0.99065,0.01037
885,0.00668,0.00635,0.99332,0.99365,0.03878
886,-0.01622,-0.01405,0.98378,0.98595,0.01035
887,-0.00301,-0.00298,0.99699,0.99702,0.03716
888,-0.07461,-0.06463,0.92539,0.93537,0.0124
889,-0.0331,-0.02876,0.9669,0.97124,0.01143
890,-0.04683,-0.04051,0.95317,0.95949,0.01233
891,0.00695,0.00686,0.99305,0.99314,0.04666
892,-0.01794,-0.01552,0.98206,0.98448,0.01087
893,-0.00999,-0.00988,0.99001,0.99012,0.03843
894,-0.06191,-0.05346,0.93809,0.94654,0.01265
895,-0.04143,-0.03589,0.95857,0.96411,0.01142
896,-0.03442,-0.02966,0.96558,0.97034,0.01202
897,0.00455,0.0045,0.99545,0.9955,0.04699
898,-0.00595,-0.00517,0.99405,0.99483,0.01021
899,-0.00676,-0.00587,0.99324,0.99413,0.00997
900,-0.01335,-0.01323,0.98665,0.98677,0.03809
901,-0.05394,-0.04671,0.94606,0.95329,0.01243
902,-0.03497,-0.03036,0.96503,0.96964,0.01091
903,-0.03258,-0.02813,0.96742,0.97187,0.01187
904,0.00152,0.00151,0.99848,0.99849,0.0464
905,-0.00483,-0.00419,0.99517,0.99581,0.01018
906,0.00408,0.00401,0.99592,0.99599,0.02661
907,-0.01199,-0.01165,0.98801,0.98835,0.03772
908,-0.07058,-0.06107,0.92942,0.93893,0.0125
909,-0.01658,-0.01439,0.98342,0.98561,0.01132
910,-0.04325,-0.03735,0.95675,0.96265,0.01253
911,0.00234,0.00231,0.99766,0.99769,0.04674
912,-0.00121,-0.00104,0.99879,0.99896,0.01044
913,0.00655,0.00639,0.9934499999999999,0.99361,0.02777
914,-0.00677,-0.00656,0.99323,0.99344,0.0386
915,-0.0704,-0.06058,0.9296,0.93942,0.01272
916,-0.0249,-0.02152,0.9751,0.97848,0.01155
917,-0.04231,-0.03639,0.95769,0.96361,0.01245
918,0.0068,0.00668,0.9932,0.99332,0.04774
919,0.0279,0.02722,0.9721,0.97278,0.02314
920,-0.01152,-0.00997,0.98848,0.99003,0.01014
921,0.02971,0.02905,0.97029,0.97095,0.0368
922,0.03659,0.03627,0.96341,0.96373,0.0255
923,-0.0074,-0.00643,0.9926,0.99357,0.00977
924,-0.02318,-0.02008,0.97682,0.97992,0.01098
925,0.0295,0.0284,0.9705,0.9716,0.02273
926,-0.01439,-0.01253,0.98561,0.98747,0.00995
927,0.03,0.0294,0.97,0.9706,0.03611
928,0.00818,0.00711,0.99182,0.99289,0.00935
929,-0.02007,-0.01756,0.97993,0.98244,0.00977
930,-0.01985,-0.01733,0.98015,0.98267,0.01052
931,-0.02615,-0.02335,0.97385,0.97665,0.00915
932,-0.00373,-0.0033,0.99627,0.9967,0.01831
933,-0.05699,-0.05071,0.94301,0.94929,0.0111
934,-0.04308,-0.03835,0.95692,0.96165,0.00927
935,-0.02534,-0.0226,0.97466,0.9774,0.01029
936,0.02828,0.0255,0.97172,0.9745,0.01711
937,0.04343,0.04308,0.95657,0.95692,0.02496
938,0.01643,0.0146,0.98357,0.9854,0.00861
939,-0.01605,-0.01423,0.98395,0.98577,0.00837
940,-0.0216,-0.01961,0.9784,0.98039,0.00952
941,-0.01786,-0.01592,0.98214,0.98408,0.0091
942,-0.00276,-0.00245,0.99724,0.99755,0.01828
943,-0.05463,-0.04854,0.94537,0.95146,0.01113
944,-0.04294,-0.03817,0.95706,0.96183,0.00938
945,-0.02379,-0.02121,0.97621,0.97879,0.01023
946,0.02966,0.02668,0.97034,0.97332,0.017
947,0.04304,0.04254,0.95696,0.95746,0.02492
948,0.01806,0.01602,0.98194,0.98398,0.00895
949,-0.01288,-0.0114,0.98712,0.9886,0.00833
950,-0.02372,-0.02153,0.97628,0.97847,0.00987
951,-0.02738,-0.02374,0.97262,0.97626,0.01073
952,-0.03886,-0.03361,0.96114,0.96639,0.01158
953,-0.01102,-0.00951,0.98898,0.99049,0.0101
954,0.0355,0.03485,0.9645,0.96515,0.02406
955,-0.00494,-0.00429,0.9950600000000001,0.99571,0.01027
956,0.03237,0.03193,0.96763,0.96807,0.03699
957,-0.02244,-0.01951,0.97756,0.98049,0.0102
958,-0.03987,-0.03457,0.96013,0.96543,0.01132
959,-0.00232,-0.00201,0.99768,0.99799,0.00897
960,0.03884,0.03749,0.96116,0.96251,0.02388
961,-0.01601,-0.01394,0.98399,0.98606,0.01036
962,0.03424,0.03403,0.96576,0.96597,0.03598
963,-0.02697,-0.02341,0.97303,0.97659,0.01069
964,-0.04066,-0.0352,0.95934,0.9648,0.01158
965,-0.00846,-0.00731,0.99154,0.99269,0.00997
966,0.03531,0.03459,0.96469,0.96541,0.024
967,-0.00514,-0.00447,0.99486,0.99553,0.01025
968,0.03024,0.02983,0.96976,0.97017,0.037
969,-0.04788,-0.04689,0.95212,0.95311,0.02344
970,-0.04079,-0.03375,0.95921,0.96625,0.01028
971,0.00813,0.00672,0.99187,0.99328,0.01106
972,-0.01674,-0.01396,0.98326,0.98604,0.01161
973,-0.00669,-0.00647,0.99331,0.99353,0.03131
974,0.00046,0.00045,0.99954,0.99955,0.02257
975,-0.05637,-0.04944,0.94363,0.95056,0.0239
976,-0.00971,-0.00941,0.99029,0.99059,0.02284
977,-0.01516,-0.01486,0.98484,0.98514,0.03196
978,-0.03322,-0.02787,0.96678,0.97213,0.01173
979,-0.04864,-0.0412,0.95136,0.9588,0.01271
980,-0.00358,-0.00328,0.99642,0.99672,0.02252
981,0.00252,0.00212,0.99748,0.99788,0.01096
982,0.00111,0.00092,0.99889,0.99908,0.01148
983,-0.00632,-0.00523,0.99368,0.99477,0.01184
984,-0.00335,-0.00324,0.99665,0.99676,0.04209
985,-0.03954,-0.03291,0.96046,0.96709,0.01273
986,-0.06434,-0.06304,0.93566,0.93696,0.02437
987,-0.04267,-0.03504,0.95733,0.96496,0.01077
988,0.01473,0.01364,0.98527,0.98636,0.03014
989,-0.01611,-0.01333,0.98389,0.98667,0.01175
990,-0.01077,-0.01038,0.98923,0.9896199999999999,0.03216
991,-0.00297,-0.00294,0.99703,0.99706,0.02314
992,-0.0394,-0.03412,0.9606,0.96588,0.02425
993,-0.00941,-0.00899,0.99059,0.99101,0.02316
994,-0.01031,-0.00994,0.98969,0.99006,0.03243
995,-0.01967,-0.01637,0.98033,0.98363,0.01212
996,-0.04763,-0.04003,0.95237,0.95997,0.01278
997,-0.01502,-0.01418,0.98498,0.98582,0.02309
998,0.00234,0.00195,0.99766,0.99805,0.01064
999,0.00266,0.00219,0.99734,0.99781,0.01102
1000,0.00158,0.0013,0.99842,0.9987,0.01124
1001,-0.00533,-0.0051,0.99467,0.9949,0.04284
1002,-0.01954,-0.01609,0.98046,0.98391,0.01189
1003,-0.06881,-0.06668,0.93119,0.93332,0.02622
1004,-0.03692,-0.02898,0.96308,0.97102,0.01164
1005,-0.02178,-0.01938,0.97822,0.98062,0.06025
1006,-0.05176,-0.04076,0.94824,0.95924,0.01357
1007,-0.05038,-0.04041,0.94962,0.9595899999999999,0.01324
1008,-0.03654,-0.03171,0.96346,0.96829,0.03747
1009,-0.03459,-0.0283,0.96541,0.9717,0.01301
1010,-0.00836,-0.0066,0.99164,0.9934,0.01316
1011,-0.02038,-0.01595,0.97962,0.98405,0.01275
1012,-0.03069,-0.02439,0.96931,0.97561,0.01362
1013,-0.01528,-0.01407,0.98472,0.98593,0.03486
1014,-0.00706,-0.00705,0.99294,0.99295,0.02494
1015,-0.04638,-0.03849,0.95362,0.96151,0.02656
1016,0.00086,0.00082,0.99914,0.99918,0.02394
1017,-0.02323,-0.02247,0.97677,0.97753,0.03554
1018,-0.0155,-0.01226,0.9845,0.98774,0.0134
1019,-0.03843,-0.03093,0.96157,0.96907,0.01286
1020,0.00758,0.00652,0.99242,0.99348,0.02233
1021,0.00067,0.00053,0.99933,0.99947,0.01183
1022,-0.02141,-0.01678,0.97859,0.98322,0.01379
1023,-0.01751,-0.01368,0.98249,0.98632,0.01273
